Año:,Clase de accidente:,Tipo de accidente:,Provincia:,Cantón:,Distrito:,Ruta:,X_WGS84,Y_WGS84
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,San Antonio,Cantonal,-84.22429,10.00420
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San José,118,-84.24233,10.01360
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Atenas,Santa Eulalia,716,-84.36746,10.01312
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San José,Cantonal,-84.23799,10.00701
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San Antonio,Cantonal,-84.22619,10.00478
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,Alajuela,Cantonal,-84.21054,10.01356
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,San José,3,-84.26060,10.00923
2014,Solo heridos leves,Colisión con bicicleta,Alajuela,Alajuela,San José,3,-84.24509,10.01164
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San José,3,-84.23085,10.01381
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San Isidro,Cantonal,-84.20239,10.08164
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San José,Cantonal,-84.25875,10.00050
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,Alajuela,San José,Cantonal,-84.24130,10.00414
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Atenas,Jesús,3,-84.41079,9.97400
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Quepos,34,-84.13713,9.44589
2014,Solo heridos leves,Salió de la vía,Puntarenas,Parrita,Parrita,34,-84.30353,9.53163
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Quepos,34,-84.16668,9.45190
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Naranjito,Cantonal,-84.10719,9.47629
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Parrita,Parrita,34,-84.35733,9.52849
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Naranjito,616,-84.10133,9.47318
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Quepos,235,-84.14700,9.44161
2014,Solo heridos leves,Vuelco,San José,Aserrí,Legua,Cantonal,-84.19756,9.63235
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Parrita,Parrita,34,-84.32939,9.52024
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Quepos,235,-84.14910,9.44119
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Quepos,Cantonal,-84.13976,9.44801
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Quepos,34,-84.18578,9.46543
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Quepos,34,-84.07388,9.39909
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Quepos,235,-84.16503,9.43198
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Quepos,Cantonal,-84.15955,9.40438
2014,Con muertos o graves,Atropello a persona,Puntarenas,Parrita,Parrita,Cantonal,-84.32032,9.51548
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Quepos,235,-84.14946,9.44114
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Savegre,34,-83.95922,9.33474
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Quepos,618,-84.15319,9.40231
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Quepos,618,-84.15913,9.42063
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Quepos,34,-84.20064,9.48161
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Savegre,34,-83.93624,9.31731
2014,Solo heridos leves,Atropello a persona,Puntarenas,Parrita,Parrita,34,-84.33104,9.52075
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Savegre,34,-83.94244,9.31935
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Chacarita,17,-84.75773,9.97817
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Puntarenas,El Roble,17,-84.73731,9.97785
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,El Roble,23,-84.73870,9.98457
2014,Con muertos o graves,Otros,Puntarenas,Esparza,Caldera,27,-84.67487,9.91363
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Puntarenas,Chacarita,17,-84.78376,9.98066
2014,Con muertos o graves,Salió de la vía,Puntarenas,Esparza,Caldera,622,-84.69088,9.93891
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,El Roble,23,-84.73235,9.98720
2014,Con muertos o graves,Salió de la vía,Puntarenas,Puntarenas,Chomes,603,-84.89101,10.11110
2014,Con muertos o graves,Objeto sobre vehículo,Puntarenas,Esparza,Caldera,27,-84.70793,9.91722
2014,Con muertos o graves,Vuelco,Puntarenas,Puntarenas,El Roble,23,-84.73916,9.97409
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,Chacarita,17,-84.76590,9.97880
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Puntarenas,El Roble,17,-84.74990,9.97821
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Chacarita,17,-84.75788,9.97845
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,El Roble,23,-84.72925,9.98693
2014,Con muertos o graves,Colisión con bicicleta,Puntarenas,Puntarenas,Chacarita,17,-84.75636,9.97803
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,Barranca,23,-84.72831,9.98711
2014,Con muertos o graves,Colisión con bicicleta,Puntarenas,Puntarenas,Barranca,17,-84.72053,9.98288
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Montes de Oro,Miramar,144,-84.73092,10.08448
2014,Con muertos o graves,Atropello a persona,Puntarenas,Puntarenas,Puntarenas,17,-84.83221,9.97752
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Esparza,Caldera,27,-84.70771,9.91716
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,El Roble,Cantonal,-84.73540,9.98089
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Barranca,17,-84.72960,9.97790
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Esparza,Caldera,23,-84.71248,9.91986
2014,Con muertos o graves,Salió de la vía,Puntarenas,Esparza,Caldera,622,-84.68901,9.94214
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Chacarita,17,-84.76613,9.97862
2014,Solo heridos leves,Atropello a persona,San José,San José,Merced,Cantonal,-84.08113,9.93894
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,Cantonal,-84.08505,9.94063
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Pavas,104,-84.13321,9.94605
2014,Solo heridos leves,Atropello a persona,San José,San José,Merced,Cantonal,-84.08479,9.93659
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Catedral,Cantonal,-84.07275,9.92926
2014,Solo heridos leves,Atropello a persona,San José,San José,Hospital,214,-84.08013,9.92360
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,Hospital,Cantonal,-84.09263,9.93197
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,Catedral,215,-84.07898,9.92527
2014,Solo heridos leves,Vuelco,Cartago,Cartago,Corralillo,222,-84.07459,9.77866
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Catedral,Cantonal,-84.07841,9.93047
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,Cantonal,-84.09051,9.94162
2014,Solo heridos leves,Colisión con motocicleta,San José,Escazú,San Rafael,121,-84.15135,9.93154
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,Carmen,Cantonal,-84.06350,9.93510
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,Cantonal,-84.08292,9.94104
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,San Francisco,108,-84.07512,9.94066
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,2,-84.09169,9.93554
2014,Con muertos o graves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.08805,9.92714
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.08489,9.92170
2014,Solo heridos leves,Vuelco,San José,San José,Carmen,2,-84.06352,9.93189
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Catedral,209,-84.07408,9.92343
2014,Solo heridos leves,Vuelco,San José,Alajuelita,San Felipe,Cantonal,-84.12120,9.92354
2014,Solo heridos leves,Atropello a persona,San José,San José,Zapote,215,-84.05561,9.91993
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,Ulloa,1,-84.13497,9.96765
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Zapote,204,-84.05528,9.92314
2014,Solo heridos leves,Colisión con motocicleta,San José,Alajuelita,Alajuelita,Cantonal,-84.10071,9.90240
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,San Francisco de Dos Ríos,207,-84.05683,9.90803
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,San Sebastián,214,-84.08544,9.90897
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Pavas,Cantonal,-84.15715,9.95876
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,San Sebastián,Cantonal,-84.08758,9.91678
2014,Solo heridos leves,Colisión entre vehículos,San José,Montes de Oca,San Pedro,2,-84.05253,9.93230
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hatillo,110,-84.09926,9.91017
2014,Solo heridos leves,Colisión con motocicleta,San José,Montes de Oca,San Pedro,Cantonal,-84.04576,9.93473
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Uruca,Cantonal,-84.11807,9.95680
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,San Francisco de Dos Ríos,209,-84.06880,9.91377
2014,Solo heridos leves,Atropello a persona,San José,Alajuelita,Concepción,105,-84.09268,9.89812
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,San Sebastián,39,-84.07837,9.91175
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Mata Redonda,104,-84.11123,9.93634
2014,Solo heridos leves,Colisión con motocicleta,San José,Tibás,Colima,Cantonal,-84.08549,9.95811
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Uruca,Cantonal,-84.09902,9.95175
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,Zapote,39,-84.05791,9.92292
2014,Solo heridos leves,Colisión con motocicleta,San José,Alajuelita,Alajuelita,105,-84.09942,9.90085
2014,Solo heridos leves,Colisión con motocicleta,San José,Montes de Oca,San Pedro,203,-84.03567,9.93125
2014,Solo heridos leves,Colisión entre vehículos,San José,Montes de Oca,San Pedro,Cantonal,-84.05334,9.93175
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,San Sebastián,39,-84.07835,9.91196
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Catedral,209,-84.07022,9.91659
2014,Solo heridos leves,Colisión con objeto fijo,San José,San José,Pavas,Cantonal,-84.12834,9.94108
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,San Francisco de Dos Ríos,209,-84.06924,9.91561
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.43190,10.34606
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.43830,10.35606
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,141,-84.43405,10.34856
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,141,-84.43707,10.35879
2014,Solo heridos leves,Salió de la vía,Alajuela,San Carlos,Quesada,Cantonal,-84.42813,10.28975
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,140,-84.42752,10.32424
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,141,-84.44043,10.36134
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.43227,10.33279
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,141,-84.43054,10.32265
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Aguas Zarcas,250,-84.33627,10.40576
2014,Solo heridos leves,Atropello a persona,Alajuela,San Carlos,Venecia,140,-84.26124,10.34638
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,140,-84.41488,10.33768
2014,Solo heridos leves,Salió de la vía,Alajuela,San Carlos,Pital,745,-84.26895,10.45315
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Grecia,Río Cuarto,Cantonal,-84.20078,10.36699
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,San Carlos,La Palmera,4,-84.45435,10.46625
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,San Carlos,Venecia,140,-84.27511,10.37056
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,141,-84.43166,10.27669
2014,Con muertos o graves,Colisión entre vehículos,Alajuela,San Carlos,Quesada,Cantonal,-84.40200,10.37736
2014,Solo heridos leves,Atropello a persona,Alajuela,San Carlos,Aguas Zarcas,250,-84.33946,10.38233
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Pital,Cantonal,-84.28248,10.46559
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Florencia,141,-84.47479,10.36023
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.42155,10.31945
2014,Solo heridos leves,Salió de la vía,Alajuela,San Carlos,Quesada,140,-84.41497,10.33985
2014,Solo heridos leves,Colisión con bicicleta,Alajuela,Grecia,Río Cuarto,745,-84.20064,10.45475
2014,Solo heridos leves,Colisión con bicicleta,Alajuela,Grecia,Río Cuarto,744,-84.24766,10.43371
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.42457,10.32030
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Grecia,Río Cuarto,745,-84.20656,10.43153
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Pital,250,-84.28857,10.43960
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,141,-84.44107,10.36132
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Grecia,Río Cuarto,Cantonal,-84.21681,10.39178
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,Barranca,17,-84.72543,9.97867
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Chacarita,Cantonal,-84.77006,9.98181
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Puntarenas,El Roble,17,-84.74035,9.97693
2014,Con muertos o graves,Colisión con bicicleta,Puntarenas,Puntarenas,Barranca,17,-84.72049,9.98291
2014,Con muertos o graves,Vuelco,Puntarenas,Montes de Oro,Miramar,Cantonal,-84.73036,10.08230
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Montes de Oro,Miramar,Cantonal,-84.73084,10.09278
2014,Solo heridos leves,Atropello a persona,Puntarenas,Esparza,Macacona,1,-84.64186,10.00171
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Orotina,Cantonal,-84.52261,9.91030
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Garabito,Jacó,Cantonal,-84.62752,9.61378
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Garabito,Jacó,34,-84.63441,9.65428
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Quepos,235,-84.14220,9.44719
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Parrita,Parrita,34,-84.28357,9.53447
2014,Solo heridos leves,Vuelco,Puntarenas,Quepos,Quepos,34,-84.02464,9.37155
2014,Solo heridos leves,Colisión con objeto fijo,Puntarenas,Garabito,Jacó,Cantonal,-84.62454,9.61036
2014,Solo heridos leves,Otros,Puntarenas,Garabito,Jacó,Cantonal,-84.62453,9.61035
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Quepos,Quepos,34,-84.21346,9.49526
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Quepos,Quepos,34,-84.16208,9.45262
2014,Con muertos o graves,Colisión con objeto fijo,Puntarenas,Parrita,Parrita,34,-84.44281,9.52932
2014,Solo heridos leves,Salió de la vía,Puntarenas,Quepos,Savegre,34,-83.88021,9.27211
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Montes de Oro,San Isidro,1,-84.74292,10.03422
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Montes de Oro,San Isidro,1,-84.74360,10.03544
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,San Ramón,Santiago,1,-84.53961,10.03529
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Esparza,Espíritu Santo,1,-84.65901,9.99705
2014,Solo heridos leves,Vuelco,Puntarenas,Puntarenas,Barranca,1,-84.71114,9.99480
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Esparza,Macacona,1,-84.58576,10.02086
2014,Solo heridos leves,Colisión con objeto fijo,Puntarenas,Puntarenas,Barranca,1,-84.69672,9.99678
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Puntarenas,Barranca,1,-84.72210,10.00588
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Esparza,San Juan Grande,622,-84.66037,9.97074
2014,Solo heridos leves,Objeto sobre vehículo,Puntarenas,Montes de Oro,San Isidro,1,-84.77038,10.06920
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Esparza,Espíritu Santo,1,-84.66661,9.99512
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,Chacarita,17,-84.78247,9.98058
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Coyolar,34,-84.57531,9.87819
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Orotina,3,-84.51931,9.91290
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Garabito,Tárcoles,34,-84.59484,9.82617
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,Orotina,El Mastate,757,-84.54915,9.90837
2014,Con muertos o graves,Colisión entre vehículos,Alajuela,Orotina,Coyolar,27,-84.58523,9.88527
2014,Solo heridos leves,Vuelco,Puntarenas,Garabito,Tárcoles,34,-84.59806,9.82214
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Orotina,3,-84.51980,9.90963
2014,Solo heridos leves,Vuelco,Alajuela,San Mateo,Labrador,755,-84.61230,9.94622
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Garabito,Tárcoles,34,-84.63558,9.70846
2014,Solo heridos leves,Salió de la vía,Alajuela,Orotina,Coyolar,757,-84.55722,9.89931
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Orotina,Coyolar,34,-84.57521,9.87796
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Orotina,El Mastate,757,-84.55029,9.90760
2014,Solo heridos leves,Vuelco,Alajuela,Orotina,Coyolar,34,-84.57499,9.86137
2014,Solo heridos leves,Colisión entre vehículos,San José,Turrubares,San Pedro,137,-84.48354,9.88670
2014,Solo heridos leves,Vuelco,Alajuela,Orotina,Orotina,Cantonal,-84.53898,9.92163
2014,Solo heridos leves,Atropello a persona,Alajuela,Orotina,Orotina,3,-84.51924,9.91339
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Orotina,Coyolar,27,-84.56609,9.88927
2014,Con muertos o graves,Colisión con bicicleta,Alajuela,Orotina,Coyolar,Cantonal,-84.56818,9.88826
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Orotina,La Ceiba,27,-84.66591,9.90736
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Orotina,Orotina,3,-84.51870,9.91725
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Orotina,757,-84.52692,9.91411
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Garabito,Tárcoles,Cantonal,-84.63931,9.69478
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Orotina,3,-84.51988,9.90961
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Mateo,Jesús María,131,-84.57036,9.95577
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Orotina,Orotina,757,-84.52280,9.91268
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Esparza,Caldera,27,-84.67573,9.91344
2014,Solo heridos leves,Colisión entre vehículos,Guanacaste,Santa Cruz,Santa Cruz,21,-85.57599,10.26923
2014,Con muertos o graves,Colisión con motocicleta,Guanacaste,Santa Cruz,Santa Cruz,Cantonal,-85.58537,10.26084
2014,Solo heridos leves,Colisión con objeto fijo,Guanacaste,Santa Cruz,Tempate,Cantonal,-85.72119,10.41340
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,Oriental,Cantonal,-83.92174,9.85984
2014,Solo heridos leves,Atropello a persona,Cartago,Oreamuno,San Rafael,10,-83.89605,9.84843
2014,Solo heridos leves,Colisión entre vehículos,Cartago,Cartago,Llano Grande,218,-83.91444,9.89968
2014,Solo heridos leves,Salió de la vía,Cartago,La Unión,San Rafael,Cantonal,-83.95731,9.90446
2014,Solo heridos leves,Vuelco,Cartago,Cartago,San Nicolás,10,-83.94185,9.86778
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,Oriental,Cantonal,-83.92024,9.85490
2014,Solo heridos leves,Salió de la vía,Cartago,Alvarado,Capellades,10,-83.78557,9.89314
2014,Solo heridos leves,Colisión con bicicleta,Cartago,Cartago,Occidental,Cantonal,-83.92243,9.86805
2014,Solo heridos leves,Colisión entre vehículos,Cartago,El Guarco,El Tejar,Cantonal,-83.93943,9.84341
2014,Solo heridos leves,Atropello a persona,Cartago,Cartago,Occidental,Cantonal,-83.92180,9.86610
2014,Solo heridos leves,Vuelco,Cartago,Cartago,Occidental,Cantonal,-83.93000,9.86804
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,San Nicolás,2,-83.94437,9.87151
2014,Solo heridos leves,Atropello a persona,Cartago,Cartago,Llano Grande,218,-83.91502,9.91369
2014,Solo heridos leves,Vuelco,Cartago,Cartago,Oriental,Cantonal,-83.92057,9.86557
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,Guadalupe o Arenilla,2,-83.94915,9.84892
2014,Solo heridos leves,Colisión entre vehículos,Cartago,Cartago,San Nicolás,10,-83.94407,9.86861
2014,Solo heridos leves,Colisión con objeto fijo,Cartago,Cartago,San Nicolás,2,-83.93957,9.88242
2014,Solo heridos leves,Colisión entre vehículos,Cartago,Cartago,Occidental,Cantonal,-83.92823,9.86662
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Oreamuno,San Rafael,219,-83.89258,9.88412
2014,Solo heridos leves,Colisión entre vehículos,Cartago,Cartago,San Nicolás,10,-83.94407,9.86861
2014,Con muertos o graves,Colisión con bicicleta,Cartago,El Guarco,El Tejar,2,-83.95146,9.83424
2014,Solo heridos leves,Atropello a persona,Cartago,Paraíso,Llanos de Santa Lucía,Cantonal,-83.87805,9.83907
2014,Con muertos o graves,Colisión con motocicleta,Cartago,Paraíso,Llanos de Santa Lucía,10,-83.87231,9.83978
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,Occidental,228,-83.92681,9.86388
2014,Solo heridos leves,Atropello a persona,Cartago,Oreamuno,Cipreses,230,-83.85355,9.88936
2014,Solo heridos leves,Atropello a persona,Cartago,Cartago,Occidental,Cantonal,-83.92343,9.86341
2014,Solo heridos leves,Colisión entre vehículos,Cartago,Cartago,Oriental,Cantonal,-83.91944,9.86376
2014,Solo heridos leves,Atropello a persona,Cartago,Paraíso,Llanos de Santa Lucía,10,-83.87769,9.84093
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,Oriental,10,-83.91751,9.86432
2014,Solo heridos leves,Atropello a persona,Cartago,La Unión,San Diego,409,-84.00715,9.89743
2014,Con muertos o graves,Atropello a persona,San José,San José,Catedral,Cantonal,-84.07946,9.92123
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,Río Segundo,1,-84.18285,10.00166
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,San Carlos,Aguas Zarcas,Cantonal,-84.32914,10.41282
2014,Con muertos o graves,Colisión con objeto fijo,Alajuela,San Carlos,Pital,745,-84.25625,10.47662
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.43152,10.33051
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,San Carlos,Quesada,Cantonal,-84.42654,10.32275
2014,Con muertos o graves,Colisión entre vehículos,Alajuela,San Carlos,Venecia,140,-84.27608,10.37167
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,San Carlos,Venecia,140,-84.31115,10.38375
2014,Con muertos o graves,Atropello a persona,Alajuela,San Carlos,La Palmera,4,-84.39131,10.45884
2014,Con muertos o graves,Colisión entre vehículos,Alajuela,San Carlos,La Palmera,4,-84.42605,10.45969
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Grecia,Río Cuarto,Cantonal,-84.21437,10.38395
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.09013,9.93236
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,Cantonal,-84.08420,9.94137
2014,Solo heridos leves,Atropello a persona,San José,San José,Hospital,Cantonal,-84.08378,9.93088
2014,Solo heridos leves,Atropello a persona,San José,San José,Hospital,2,-84.08129,9.93328
2014,Con muertos o graves,Otros,San José,San José,Zapote,215,-84.06716,9.92213
2014,Con muertos o graves,Colisión entre vehículos,San José,San José,Hospital,2,-84.07987,9.93324
2014,Solo heridos leves,Caída de algún ocupante,San José,San José,Catedral,Cantonal,-84.07578,9.93132
2014,Solo heridos leves,Caída de algún ocupante,San José,Montes de Oca,San Pedro,39,-84.05450,9.93677
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.07923,9.93233
2014,Solo heridos leves,Atropello a persona,San José,San José,Catedral,2,-84.07415,9.93246
2014,Solo heridos leves,Atropello a persona,San José,San José,Merced,2,-84.08733,9.93489
2014,Solo heridos leves,Atropello a persona,San José,San José,Carmen,Cantonal,-84.07030,9.93884
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.07994,9.92899
2014,Solo heridos leves,Colisión con objeto fijo,San José,San José,Pavas,104,-84.14602,9.95043
2014,Solo heridos leves,Atropello a persona,Guanacaste,La Cruz,La Cruz,1,-85.62911,11.07016
2014,Solo heridos leves,Atropello a persona,Guanacaste,La Cruz,La Cruz,1,-85.62933,11.07108
2014,Solo heridos leves,Caída de algún ocupante,San José,San José,Pavas,104,-84.15290,9.95487
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,Cantonal,-84.09521,9.93833
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Merced,Cantonal,-84.09183,9.93615
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Carmen,Cantonal,-84.06836,9.93430
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.08452,9.92557
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,Merced,Cantonal,-84.08865,9.93649
2014,Solo heridos leves,Colisión con motocicleta,San José,San José,Hospital,Cantonal,-84.09730,9.93404
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Corredores,Corredor,Cantonal,-82.94405,8.64877
